0,0.0276
1,-0.1684
2,-0.004
3,0.0218
4,-0.005
5,-0.2705
6,0.044
7,0.1638
8,-0.003
9,0.0843
10,0.3825
11,-0.0161
12,0.0344
13,0.0816
14,-0.045
15,0.002
16,0.044
17,-0.0419
18,-0.002
19,0.01
20,-0.0387
21,0.0218
22,0.0149
23,0.1151
24,-0.1696
25,-0.044
26,-0.0747
27,0.008
28,0.001
29,-0.0534
30,-0.0398
31,-0.0294
32,0.0208
33,-0.0233
34,0.0266
35,-0.0222
36,-0.0274
37,-0.001
38,0.0526
39,-0.0481
40,0.0411
41,0.0237
42,-0.006
43,0.0411
44,-0.091
45,0.045
46,0.0402
47,0.045
48,-0.0367
49,-0.0408
50,0.0159
51,0.006
52,-0.0171
53,0.0344
54,0.0639
55,0.0639
56,0.0573
57,0.0276
58,-0.1497
59,0.076
60,-0.0481
61,0.2119
62,0.0109
63,-0.001
64,0.0
65,-0.0576
66,-0.0356
67,0.0227
68,0.001
69,-0.006
70,-0.0253
71,-0.0523
72,0.1467
73,0.0109
74,0.0296
75,-0.0387
76,0.004
77,-0.0294
78,0.0296
79,0.0667
80,-0.0253
81,0.0276
82,0.0286
83,0.0159
84,0.0286
85,0.1142
86,0.0334
87,0.0402
88,-0.0243
89,0.045
90,0.0344
91,-0.0336
92,-0.1427
93,-0.2459
94,-0.078
95,-0.006
96,-0.1244
97,-0.044
98,-0.078
99,0.0149
100,0.063
101,-0.1997
102,-0.4095
103,-0.0419
104,0.0526
105,-0.0222
106,-0.1473
107,0.0178
108,-0.091
109,0.008
110,-0.1744
111,-0.001
112,0.0488
113,0.0573
114,0.003
115,0.145
116,0.1398
117,-0.0598
118,-0.009000000000000001
119,0.0208
120,-0.006
121,0.3358
122,0.005
123,-0.1358
124,-0.6368
125,-0.006
126,-0.002
127,0.0554
128,-0.1087
129,0.0149
130,-0.0233
131,0.0421
132,-0.4277
133,-0.001
134,-0.0202
135,0.0535
136,0.0421
137,0.098
138,-0.0769
139,0.005
140,0.098
141,-0.0932
142,0.0944
143,0.0
144,0.0962
145,0.0188
146,-0.1154
147,0.0178
148,-0.078
149,0.0392
150,0.004
151,-0.1054
152,-0.0899
153,0.01
154,0.179
155,-0.006
156,0.0344
157,0.0639
158,0.3825
159,0.1187
160,0.1089
161,-0.0141
162,0.0421
163,0.1089
164,0.0119
165,-0.0315
166,-0.13699999999999998
167,0.0354
168,-0.0492
169,0.1765
170,0.0383
171,-0.0182
172,-0.0243
173,0.0917
174,-0.0243
175,0.0276
176,0.0373
177,-0.044
178,0.0198
179,-0.145
180,-0.0629
181,-0.0429
182,0.0334
183,0.0325
184,-0.3439
185,-0.0263
186,0.0188
187,0.0149
188,0.0296
189,0.0109
190,-0.003
191,0.0119
192,-0.0661
193,0.1169
194,0.0779
195,0.0751
196,0.008
197,0.0315
198,-0.0121
199,-0.006
200,0.004
201,0.0402
202,-0.002
203,0.0667
204,0.0315
205,0.0363
206,0.0188
207,0.0344
208,0.0998
209,0.0469
210,0.0788
211,0.006999999999999999
212,0.4941
213,-0.0736
214,-0.003
